0.212, 0.21296, 0.21406, 0.21529, 0.21665, 0.21811, 0.21967, 0.22132, 0.22304, 0.22483, 0.22667, 0.22856, 0.23047, 0.23241, 0.23435, 0.23629, 0.23822, 0.24012, 0.24198, 0.2438, 0.24556, 0.24725, 0.24886, 0.25037, 0.2518, 0.25313, 0.25439, 0.25558, 0.25671, 0.2578, 0.25884, 0.25985, 0.26083, 0.26181, 0.26277, 0.26374, 0.26472, 0.2657, 0.2667, 0.26772, 0.26875, 0.26981, 0.27089, 0.272, 0.27314, 0.27432, 0.27554, 0.2768, 0.27809, 0.27941, 0.28075, 0.28213, 0.28352, 0.28493, 0.28635, 0.28779, 0.28924, 0.29069, 0.29215, 0.2936, 0.29507, 0.29653, 0.298, 0.29946, 0.30093, 0.30239, 0.30386, 0.30532, 0.30679, 0.30825, 0.3097, 0.31116, 0.3126, 0.31405, 0.31549, 0.31692, 0.31834, 0.31976, 0.32117, 0.32257 
0.66894, 0.66767, 0.66632, 0.66491, 0.66344, 0.66192, 0.66036, 0.65876, 0.65713, 0.65549, 0.65382, 0.65215, 0.65048, 0.64882, 0.64717, 0.64554, 0.64394, 0.64238, 0.64086, 0.63939, 0.63797, 0.63663, 0.63535, 0.63415, 0.63303, 0.63199, 0.63103, 0.63013, 0.6293, 0.62853, 0.62781, 0.62716, 0.62654, 0.62598, 0.62546, 0.62497, 0.62452, 0.6241, 0.62371, 0.62334, 0.623, 0.62267, 0.62237, 0.62208, 0.62179, 0.62152, 0.62125, 0.62098, 0.62071, 0.62043, 0.62014, 0.61984, 0.61951, 0.61917, 0.6188, 0.6184, 0.61796, 0.61749, 0.61698, 0.61643, 0.61585, 0.61524, 0.61461, 0.61395, 0.61327, 0.61257, 0.61186, 0.61114, 0.6104, 0.60967, 0.60892, 0.60818, 0.60744, 0.6067, 0.60597, 0.60526, 0.60455, 0.60387, 0.6032, 0.60256 
0.12729, 0.13616, 0.14483, 0.15331, 0.1616, 0.16971, 0.17766, 0.18544, 0.19307, 0.20055, 0.20789, 0.21511, 0.22221, 0.22919, 0.23607, 0.24285, 0.24954, 0.25615, 0.2627, 0.26917, 0.27559, 0.28197, 0.2883, 0.29461, 0.30088, 0.30712, 0.31333, 0.3195, 0.32563, 0.33171, 0.33774, 0.34371, 0.34964, 0.3555, 0.36129, 0.36702, 0.37268, 0.37826, 0.38377, 0.3892, 0.39455, 0.39981, 0.40498, 0.41006, 0.41504, 0.41993, 0.42472, 0.42941, 0.43403, 0.43858, 0.44309, 0.44755, 0.45198, 0.4564, 0.46082, 0.46525, 0.4697, 0.47419, 0.47871, 0.48324, 0.48776, 0.49226, 0.49672, 0.50111, 0.50542, 0.50964, 0.51373, 0.51768, 0.52148, 0.52511, 0.52854, 0.53175, 0.53474, 0.53748, 0.53994, 0.54212, 0.544, 0.54554, 0.54675, 0.54759 
-0.092922, -0.098549, -0.10424, -0.10999, -0.11579, -0.12164, -0.12755, -0.1335, -0.13949, -0.14552, -0.15159, -0.15769, -0.16382, -0.16998, -0.17616, -0.18237, -0.18859, -0.19482, -0.20106, -0.20732, -0.21357, -0.21983, -0.22609, -0.23234, -0.23857, -0.24476, -0.25089, -0.25691, -0.26282, -0.26858, -0.27417, -0.27957, -0.28474, -0.28966, -0.29431, -0.29867, -0.30274, -0.30653, -0.31003, -0.31325, -0.3162, -0.31887, -0.32128, -0.32343, -0.32532, -0.32695, -0.32834, -0.3295, -0.33048, -0.3313, -0.33199, -0.33258, -0.33312, -0.33363, -0.33413, -0.33468, -0.33529, -0.336, -0.3368, -0.33769, -0.33862, -0.33958, -0.34054, -0.34148, -0.34238, -0.34321, -0.34394, -0.34456, -0.34504, -0.34535, -0.34547, -0.34537, -0.34504, -0.34445, -0.34357, -0.34238, -0.34086, -0.33897, -0.33671, -0.33404 
0.68658, 0.68501, 0.68448, 0.68492, 0.68627, 0.68845, 0.69141, 0.69508, 0.69938, 0.70427, 0.70967, 0.71551, 0.72173, 0.72827, 0.73506, 0.74203, 0.74912, 0.75627, 0.7634, 0.77045, 0.77736, 0.78406, 0.79048, 0.79657, 0.80227, 0.80759, 0.81249, 0.81698, 0.82105, 0.82468, 0.82785, 0.83057, 0.83282, 0.83458, 0.83585, 0.83663, 0.83693, 0.8368, 0.83625, 0.83532, 0.83402, 0.83241, 0.83049, 0.8283, 0.82587, 0.82323, 0.8204, 0.81742, 0.81433, 0.81115, 0.80793, 0.80469, 0.80148, 0.79833, 0.79527, 0.79234, 0.78958, 0.78701, 0.78464, 0.78246, 0.78046, 0.7786, 0.77688, 0.77528, 0.77379, 0.77238, 0.77104, 0.76976, 0.76851, 0.76728, 0.76605, 0.76481, 0.76354, 0.76222, 0.76084, 0.75938, 0.75782, 0.75614, 0.75434, 0.75238 
-0.72094, -0.72785, -0.73497, -0.74228, -0.74973, -0.75731, -0.76499, -0.77272, -0.78049, -0.78825, -0.79599, -0.80366, -0.81124, -0.8187, -0.826, -0.83312, -0.84003, -0.84669, -0.85308, -0.85915, -0.8649, -0.87027, -0.87524, -0.87979, -0.8839, -0.88761, -0.89094, -0.89392, -0.89659, -0.89895, -0.90106, -0.90293, -0.9046, -0.90609, -0.90743, -0.90864, -0.90975, -0.91075, -0.91165, -0.91248, -0.91322, -0.91391, -0.91454, -0.91513, -0.91568, -0.91621, -0.91673, -0.91724, -0.91777, -0.91832, -0.91891, -0.91955, -0.92026, -0.92104, -0.92191, -0.92289, -0.92399, -0.92522, -0.92658, -0.92806, -0.92965, -0.93133, -0.9331, -0.93495, -0.93687, -0.93883, -0.94084, -0.94289, -0.94495, -0.94702, -0.9491, -0.95116, -0.9532, -0.95521, -0.95717, -0.95908, -0.96092, -0.96268, -0.96436, -0.96593 
-0.84349, -0.86077, -0.8774, -0.89343, -0.90885, -0.9237, -0.938, -0.95177, -0.96504, -0.97782, -0.99013, -1.002, -1.0135, -1.0245, -1.0352, -1.0455, -1.0555, -1.0652, -1.0746, -1.0837, -1.0926, -1.1013, -1.1097, -1.118, -1.1261, -1.1341, -1.1419, -1.1494, -1.1569, -1.1641, -1.1711, -1.178, -1.1846, -1.1911, -1.1973, -1.2034, -1.2092, -1.2149, -1.2203, -1.2256, -1.2307, -1.2356, -1.2403, -1.2449, -1.2493, -1.2536, -1.2576, -1.2616, -1.2655, -1.2692, -1.2729, -1.2766, -1.2803, -1.2839, -1.2877, -1.2915, -1.2953, -1.2993, -1.3035, -1.3077, -1.3119, -1.3162, -1.3205, -1.3248, -1.329, -1.3332, -1.3373, -1.3412, -1.345, -1.3486, -1.352, -1.3552, -1.3581, -1.3607, -1.363, -1.365, -1.3667, -1.3679, -1.3687, -1.3691 
0.8024, 0.82152, 0.84014, 0.85826, 0.87588, 0.893, 0.90961, 0.92573, 0.94133, 0.95643, 0.97103, 0.98511, 0.99868, 1.0117, 1.0243, 1.0363, 1.0478, 1.0588, 1.0693, 1.0793, 1.0887, 1.0977, 1.1061, 1.1139, 1.1213, 1.1282, 1.1346, 1.1406, 1.1461, 1.1513, 1.1562, 1.1607, 1.1649, 1.1688, 1.1725, 1.1759, 1.1792, 1.1823, 1.1853, 1.1881, 1.1908, 1.1935, 1.1961, 1.1988, 1.2014, 1.204, 1.2068, 1.2096, 1.2124, 1.2154, 1.2185, 1.2217, 1.225, 1.2284, 1.232, 1.2357, 1.2395, 1.2436, 1.2478, 1.2522, 1.2566, 1.2612, 1.266, 1.2708, 1.2756, 1.2805, 1.2855, 1.2905, 1.2955, 1.3005, 1.3055, 1.3105, 1.3154, 1.3203, 1.325, 1.3297, 1.3343, 1.3388, 1.3431, 1.3473 
-0.086196, -0.10225, -0.11761, -0.13229, -0.1463, -0.15966, -0.17239, -0.18451, -0.19603, -0.20698, -0.21736, -0.2272, -0.23651, -0.24531, -0.25361, -0.26145, -0.26882, -0.27575, -0.28226, -0.28836, -0.29407, -0.29941, -0.30439, -0.30904, -0.31337, -0.3174, -0.32116, -0.32467, -0.32795, -0.33103, -0.33393, -0.33667, -0.33927, -0.34176, -0.34416, -0.3465, -0.34879, -0.35106, -0.35333, -0.35563, -0.35798, -0.36039, -0.36291, -0.36554, -0.36831, -0.37124, -0.37436, -0.37767, -0.38114, -0.38477, -0.38856, -0.39249, -0.39654, -0.40072, -0.40501, -0.4094, -0.41389, -0.41845, -0.42309, -0.42779, -0.43255, -0.43736, -0.44223, -0.44713, -0.45207, -0.45703, -0.46202, -0.46702, -0.47203, -0.47704, -0.48204, -0.48704, -0.49202, -0.49697, -0.50189, -0.50678, -0.51163, -0.51642, -0.52116, -0.52583 
-0.3732, -0.36064, -0.34807, -0.33549, -0.32291, -0.31033, -0.29774, -0.28515, -0.27256, -0.25996, -0.24737, -0.23477, -0.22217, -0.20957, -0.19698, -0.18438, -0.17179, -0.1592, -0.14662, -0.13403, -0.12146, -0.10888, -0.096316, -0.083757, -0.071231, -0.058795, -0.04651, -0.034433, -0.022623, -0.011139, -4.0709e-05, 0.010614, 0.020766, 0.030356, 0.039326, 0.047643, 0.055343, 0.062473, 0.069081, 0.075214, 0.080918, 0.086243, 0.091233, 0.095938, 0.1004, 0.10468, 0.1088, 0.11279, 0.11663, 0.12033, 0.12389, 0.1273, 0.13056, 0.13367, 0.13663, 0.13944, 0.14209, 0.14458, 0.14691, 0.14906, 0.15103, 0.1528, 0.15436, 0.1557, 0.15682, 0.15769, 0.15832, 0.15868, 0.15877, 0.15858, 0.15809, 0.1573, 0.1562, 0.15477, 0.153, 0.15088, 0.14841, 0.14557, 0.14234, 0.13873 
