-0.057738, -0.048696, -0.049351, -0.057268, -0.07001, -0.085143, -0.10023, -0.11284, -0.12053, -0.12086, -0.11141, -0.11141, -0.10068, -0.097595, -0.10033, -0.10705, -0.11595, -0.12519, -0.13297, -0.13744, -0.13679, -0.1292, -0.1292, -0.12046, -0.11688, -0.11736, -0.1208, -0.12611, -0.13219, -0.13796, -0.14232, -0.14417, -0.14243, -0.14243, -0.13925, -0.13743, -0.13682, -0.13729, -0.13868, -0.14084, -0.14364, -0.14693, -0.15056, -0.15438, -0.15438, -0.157, -0.15753, -0.15664, -0.15501, -0.15331, -0.1522, -0.15235, -0.15443, -0.15911, -0.16706, -0.16706, -0.17377, -0.17525, -0.17293, -0.16825, -0.16264, -0.15753, -0.15436, -0.15457, -0.15958, -0.17084, -0.17084, -0.18146, -0.1849, -0.18309, -0.17798, -0.17149, -0.16557, -0.16215, -0.16317, -0.17057, -0.18628, -0.18628, -0.20086, -0.20534, -0.20237, -0.1946, -0.18468, -0.17527, -0.16901, -0.16855, -0.17655, -0.19565, -0.19565, -0.21448, -0.22181, -0.22048, -0.21334, -0.20324, -0.19303, -0.18557, -0.18369, -0.19026, -0.20811, -0.20811, -0.22606, -0.23284, -0.23126, -0.22411, -0.21416, -0.20423, -0.19709, -0.19554, -0.20236, -0.22036, -0.22036, -0.23779, -0.2432, -0.23976, -0.23068, -0.21914, -0.20832, -0.20142, -0.20163, -0.21214, -0.23613 
0.74463, 0.74384, 0.74294, 0.742, 0.74105, 0.74013, 0.7393, 0.7386, 0.73807, 0.73776, 0.73772, 0.73772, 0.73775, 0.73766, 0.73745, 0.73714, 0.73675, 0.73629, 0.73577, 0.73522, 0.73464, 0.73405, 0.73405, 0.73372, 0.7338, 0.73414, 0.73458, 0.73497, 0.73516, 0.73499, 0.7343, 0.73295, 0.73078, 0.73078, 0.72901, 0.72868, 0.72937, 0.73066, 0.73215, 0.7334, 0.73401, 0.73356, 0.73163, 0.72779, 0.72779, 0.72435, 0.72341, 0.72429, 0.72631, 0.72878, 0.73103, 0.73236, 0.73211, 0.72958, 0.7241, 0.7241, 0.71903, 0.71759, 0.71882, 0.72178, 0.72552, 0.72911, 0.7316, 0.73204, 0.7295, 0.72302, 0.72302, 0.71678, 0.71481, 0.71601, 0.71924, 0.72338, 0.7273, 0.72987, 0.72998, 0.72649, 0.71828, 0.71828, 0.71049, 0.70808, 0.70966, 0.71383, 0.71921, 0.7244, 0.72801, 0.72865, 0.72492, 0.71543, 0.71543, 0.70611, 0.70277, 0.70392, 0.70806, 0.71367, 0.71926, 0.72331, 0.72432, 0.72079, 0.7112, 0.7112, 0.70172, 0.69843, 0.69978, 0.70418, 0.71007, 0.71589, 0.72005, 0.72099, 0.71714, 0.70693, 0.70693, 0.69671, 0.69286, 0.69377, 0.69787, 0.70359, 0.70934, 0.71354, 0.7146, 0.71096, 0.70103 
-0.17654, -0.18891, -0.19257, -0.19019, -0.1844, -0.17787, -0.17323, -0.17315, -0.18027, -0.19725, -0.22673, -0.22673, -0.25162, -0.25669, -0.24742, -0.22927, -0.20771, -0.18821, -0.17623, -0.17724, -0.19671, -0.24011, -0.24011, -0.27905, -0.28704, -0.27245, -0.24363, -0.20892, -0.17669, -0.15528, -0.15304, -0.17833, -0.23949, -0.23949, -0.29638, -0.31076, -0.29387, -0.25695, -0.21123, -0.16795, -0.13834, -0.13365, -0.16511, -0.24395, -0.24395, -0.31798, -0.33712, -0.31573, -0.26821, -0.20893, -0.15228, -0.11264, -0.10438, -0.1419, -0.23958, -0.23958, -0.33215, -0.35658, -0.33058, -0.27188, -0.1982, -0.12725, -0.076755, -0.064429, -0.10799, -0.22517, -0.22517, -0.33898, -0.37398, -0.35018, -0.28758, -0.20618, -0.12598, -0.066988, -0.049207, -0.092638, -0.21729, -0.21729, -0.34035, -0.37969, -0.35631, -0.29123, -0.20544, -0.11995, -0.05577, -0.033898, -0.075342, -0.20111, -0.20111, -0.32576, -0.36436, -0.33868, -0.27046, -0.18147, -0.093457, -0.028184, -0.0074056, -0.052879, -0.18636, -0.18636, -0.31881, -0.36165, -0.33729, -0.26819, -0.17675, -0.08543, -0.016646, 0.0071651, -0.036427, -0.16985, -0.16986, -0.30442, -0.35086, -0.33081, -0.26588, -0.17768, -0.087832, -0.017949, 0.010354, -0.024542, -0.14425 
0.0014641, 0.0112, 0.0077209, -0.0052454, -0.02397, -0.044726, -0.063783, -0.077414, -0.08189, -0.073483, -0.048465, -0.048465, -0.025237, -0.021289, -0.031525, -0.050849, -0.074165, -0.096377, -0.11239, -0.1171, -0.10543, -0.072259, -0.072259, -0.040814, -0.033564, -0.044306, -0.066841, -0.094968, -0.12249, -0.14319, -0.15089, -0.13937, -0.10244, -0.10244, -0.066339, -0.056891, -0.067276, -0.090671, -0.12025, -0.1492, -0.17069, -0.1779, -0.16401, -0.12219, -0.12219, -0.08232, -0.073451, -0.087552, -0.11659, -0.15254, -0.18736, -0.21303, -0.2215, -0.20475, -0.15474, -0.15474, -0.107, -0.09597, -0.11206, -0.14565, -0.18713, -0.22691, -0.25537, -0.26291, -0.23991, -0.17678, -0.17678, -0.1159, -0.09875, -0.11433, -0.15166, -0.19973, -0.24755, -0.28413, -0.29847, -0.27958, -0.21646, -0.21646, -0.15289, -0.13282, -0.14549, -0.18019, -0.22618, -0.27272, -0.30908, -0.32453, -0.30833, -0.24975, -0.24975, -0.19193, -0.17771, -0.19588, -0.23524, -0.28459, -0.33273, -0.36846, -0.38057, -0.35787, -0.28916, -0.28916, -0.22149, -0.20144, -0.21714, -0.25668, -0.30817, -0.35972, -0.39943, -0.41541, -0.39577, -0.32862, -0.32861, -0.26127, -0.24122, -0.25679, -0.29633, -0.34817, -0.40066, -0.44212, -0.4609, -0.44533, -0.38375 
0.22467, 0.25773, 0.26985, 0.26639, 0.25273, 0.23424, 0.21628, 0.20422, 0.20344, 0.2193, 0.25717, 0.25717, 0.29344, 0.30516, 0.29866, 0.28027, 0.25633, 0.23318, 0.21716, 0.21459, 0.23183, 0.27519, 0.27519, 0.31672, 0.32925, 0.32035, 0.29755, 0.26842, 0.2405, 0.22135, 0.21852, 0.23956, 0.29202, 0.29202, 0.34224, 0.35751, 0.34684, 0.31923, 0.28369, 0.24922, 0.22482, 0.21951, 0.24227, 0.30212, 0.30212, 0.36025, 0.37862, 0.36742, 0.33686, 0.29712, 0.2584, 0.23087, 0.22475, 0.25021, 0.31745, 0.31745, 0.38308, 0.40437, 0.3925, 0.35866, 0.31403, 0.2698, 0.23714, 0.22723, 0.25127, 0.32044, 0.32044, 0.38955, 0.4135, 0.40358, 0.37107, 0.32726, 0.28344, 0.25088, 0.24089, 0.26475, 0.33374, 0.33374, 0.40246, 0.42558, 0.41451, 0.38065, 0.33539, 0.29015, 0.25633, 0.24533, 0.26855, 0.33739, 0.33739, 0.40652, 0.43052, 0.42061, 0.38803, 0.34401, 0.29979, 0.26661, 0.25571, 0.27831, 0.34565, 0.34565, 0.41291, 0.4353, 0.42406, 0.39049, 0.34585, 0.3014, 0.26843, 0.2582, 0.28197, 0.35103, 0.35103, 0.42182, 0.45003, 0.44579, 0.41921, 0.38042, 0.33953, 0.30667, 0.29196, 0.30552, 0.35748 
-0.049593, -0.080022, -0.084995, -0.070958, -0.044359, -0.011644, 0.02074, 0.046346, 0.058727, 0.051436, 0.018027, 0.018027, -0.016589, -0.027182, -0.019714, -0.00015216, 0.02554, 0.051397, 0.071454, 0.079747, 0.070311, 0.03718, 0.03718, 0.0031397, -0.0086496, -0.0035893, 0.012919, 0.035475, 0.058676, 0.077121, 0.08541, 0.07814, 0.049911, 0.049911, 0.020478, 0.01014, 0.014305, 0.028385, 0.047789, 0.067927, 0.084208, 0.092044, 0.086844, 0.064018, 0.064018, 0.040057, 0.031952, 0.03586, 0.04794, 0.06435, 0.081247, 0.09479, 0.10114, 0.096447, 0.076876, 0.076876, 0.056068, 0.048178, 0.050134, 0.058865, 0.071299, 0.084365, 0.09499, 0.1001, 0.096632, 0.081505, 0.081505, 0.065327, 0.05923, 0.060936, 0.068167, 0.078644, 0.090091, 0.10023, 0.10678, 0.10747, 0.10001, 0.10001, 0.090782, 0.086921, 0.087295, 0.090773, 0.096224, 0.10252, 0.10852, 0.1131, 0.11512, 0.11347, 0.11347, 0.11116, 0.11155, 0.11395, 0.11767, 0.12205, 0.12639, 0.13003, 0.13227, 0.13245, 0.12987, 0.12987, 0.12739, 0.1278, 0.13037, 0.13437, 0.13907, 0.14374, 0.14764, 0.15005, 0.15023, 0.14744, 0.14744, 0.14287, 0.13852, 0.13488, 0.13244, 0.13169, 0.13312, 0.13723, 0.1445, 0.15544, 0.17053 
-0.95528, -0.98956, -1.0008, -0.99426, -0.97542, -0.94958, -0.92212, -0.8984, -0.88378, -0.88362, -0.90327, -0.90327, -0.92609, -0.93401, -0.93031, -0.91824, -0.90108, -0.88209, -0.86454, -0.85171, -0.84685, -0.85324, -0.85324, -0.86339, -0.86816, -0.86828, -0.86453, -0.85766, -0.84843, -0.83759, -0.8259, -0.81411, -0.80299, -0.80299, -0.79624, -0.79562, -0.799, -0.80423, -0.80917, -0.81168, -0.80962, -0.80084, -0.7832, -0.75456, -0.75456, -0.73032, -0.72393, -0.73031, -0.74438, -0.76105, -0.77525, -0.78188, -0.77587, -0.75214, -0.70561, -0.70561, -0.66315, -0.64984, -0.65788, -0.67948, -0.70683, -0.73214, -0.74761, -0.74545, -0.71785, -0.65703, -0.65703, -0.59873, -0.57758, -0.58408, -0.60872, -0.64201, -0.67445, -0.69652, -0.69873, -0.67158, -0.60556, -0.60556, -0.53825, -0.50775, -0.50543, -0.52264, -0.55071, -0.581, -0.60486, -0.61363, -0.59866, -0.5513, -0.5513, -0.50347, -0.48731, -0.4945, -0.51669, -0.54556, -0.57277, -0.59, -0.58891, -0.56117, -0.49845, -0.49845, -0.4383, -0.41713, -0.42488, -0.4515, -0.48693, -0.52111, -0.54398, -0.5455, -0.51561, -0.44424, -0.44424, -0.37164, -0.33847, -0.33533, -0.35282, -0.38152, -0.41204, -0.43496, -0.44089, -0.42042, -0.36414 
0.15933, 0.20424, 0.21726, 0.20671, 0.1809, 0.14814, 0.11675, 0.095032, 0.091301, 0.11387, 0.17105, 0.17105, 0.22588, 0.24242, 0.23053, 0.20008, 0.16094, 0.12295, 0.096002, 0.089944, 0.11464, 0.17996, 0.17996, 0.24367, 0.26424, 0.25263, 0.21978, 0.17664, 0.13415, 0.10327, 0.094924, 0.12007, 0.18966, 0.18966, 0.26012, 0.2875, 0.28217, 0.25451, 0.2149, 0.1737, 0.14129, 0.12804, 0.14433, 0.20052, 0.20052, 0.25674, 0.27308, 0.25989, 0.22752, 0.18634, 0.14668, 0.1189, 0.11335, 0.14039, 0.21037, 0.21037, 0.27895, 0.30244, 0.29211, 0.25926, 0.21515, 0.17109, 0.13836, 0.12823, 0.152, 0.22095, 0.22095, 0.29218, 0.32181, 0.3196, 0.29533, 0.25877, 0.21969, 0.18788, 0.1731, 0.18513, 0.23374, 0.23374, 0.28568, 0.30622, 0.3029, 0.28327, 0.25489, 0.2253, 0.20206, 0.19271, 0.2048, 0.24588, 0.24588, 0.28923, 0.30712, 0.30559, 0.29071, 0.26851, 0.24506, 0.2264, 0.21858, 0.22766, 0.25968, 0.25968, 0.29152, 0.30012, 0.29165, 0.27229, 0.24819, 0.22553, 0.21048, 0.2092, 0.22786, 0.27264, 0.27264, 0.31765, 0.33691, 0.33647, 0.32234, 0.30055, 0.27715, 0.25814, 0.24957, 0.25746, 0.28784 
0.27035, 0.23793, 0.22124, 0.21706, 0.22216, 0.23332, 0.24731, 0.2609, 0.27088, 0.27401, 0.26707, 0.26707, 0.25505, 0.2452, 0.23767, 0.23264, 0.23025, 0.23069, 0.2341, 0.24066, 0.25052, 0.26386, 0.26386, 0.2721, 0.26896, 0.25798, 0.24271, 0.22669, 0.21349, 0.20665, 0.20972, 0.22624, 0.25977, 0.25977, 0.29106, 0.30186, 0.29721, 0.28216, 0.26178, 0.24111, 0.22519, 0.2191, 0.22786, 0.25655, 0.25655, 0.28546, 0.29479, 0.28945, 0.27433, 0.25435, 0.2344, 0.21938, 0.2142, 0.22375, 0.25294, 0.25294, 0.28212, 0.29163, 0.28639, 0.27131, 0.25128, 0.23122, 0.21604, 0.21063, 0.21991, 0.24878, 0.24878, 0.28029, 0.29632, 0.30001, 0.29453, 0.28302, 0.26866, 0.25458, 0.24396, 0.23993, 0.24567, 0.24567, 0.25494, 0.25997, 0.26155, 0.26047, 0.25752, 0.25349, 0.24919, 0.24539, 0.24291, 0.24252, 0.24252, 0.24121, 0.23638, 0.22941, 0.22172, 0.2147, 0.20976, 0.2083, 0.21171, 0.22141, 0.23879, 0.23879, 0.25364, 0.25686, 0.25155, 0.24079, 0.22768, 0.2153, 0.20675, 0.2051, 0.21346, 0.2349, 0.23491, 0.25623, 0.26422, 0.26198, 0.25261, 0.23922, 0.22491, 0.21279, 0.20595, 0.2075, 0.22054 
-0.6599, -0.63862, -0.63515, -0.64462, -0.6621, -0.6827, -0.70153, -0.71367, -0.71424, -0.69832, -0.66101, -0.66101, -0.62489, -0.612, -0.61664, -0.63313, -0.65576, -0.67886, -0.69673, -0.70367, -0.69401, -0.66204, -0.66204, -0.63041, -0.62163, -0.62979, -0.64897, -0.67328, -0.69679, -0.71362, -0.71784, -0.70355, -0.66484, -0.66484, -0.62929, -0.62305, -0.63811, -0.66647, -0.70011, -0.73101, -0.75118, -0.75258, -0.72722, -0.66707, -0.66707, -0.60929, -0.58994, -0.59947, -0.62828, -0.66679, -0.70543, -0.73461, -0.74476, -0.72629, -0.66962, -0.66962, -0.61037, -0.58531, -0.58657, -0.6063, -0.63664, -0.66972, -0.69767, -0.71265, -0.70678, -0.67221, -0.67221, -0.63248, -0.61344, -0.61064, -0.61965, -0.63603, -0.65535, -0.67316, -0.68504, -0.68653, -0.67322, -0.67322, -0.65663, -0.64976, -0.65035, -0.65614, -0.66487, -0.6743, -0.68214, -0.68616, -0.68409, -0.67367, -0.67367, -0.66219, -0.65742, -0.6578, -0.66178, -0.66781, -0.67433, -0.67981, -0.68267, -0.68137, -0.67437, -0.67437, -0.6665, -0.66302, -0.66294, -0.66527, -0.66903, -0.67323, -0.6769, -0.67904, -0.67868, -0.67483, -0.67483, -0.66812, -0.66045, -0.65273, -0.64589, -0.64085, -0.63851, -0.6398, -0.64564, -0.65695, -0.67465 
