-0.071124, -0.070961, -0.070727, -0.070424, -0.070054, -0.069616, -0.069113, -0.068545, -0.067914, -0.067221, -0.066466, -0.065652, -0.064789, -0.063921, -0.063096, -0.062362, -0.061768, -0.061355, -0.0611, -0.060938, -0.060801, -0.060622, -0.060335, -0.059903, -0.059352, -0.058717, -0.058031, -0.05733, -0.056646, -0.056007, -0.055439, -0.054966, -0.054614, -0.054407, -0.054346, -0.054396, -0.054519, -0.054677, -0.05483, -0.054946, -0.05503, -0.055094, -0.055155, -0.055228, -0.055326, -0.055466, -0.055661, -0.055928, -0.056281, -0.056734 
0.72408, 0.72417, 0.72428, 0.7244, 0.72453, 0.72466, 0.72478, 0.7249, 0.72501, 0.72509, 0.72516, 0.7252, 0.72522, 0.72522, 0.72522, 0.72524, 0.72529, 0.72539, 0.72552, 0.72568, 0.72583, 0.72595, 0.72603, 0.72606, 0.72605, 0.72601, 0.72597, 0.72594, 0.72593, 0.72595, 0.72599, 0.72604, 0.72609, 0.72613, 0.72617, 0.72619, 0.7262, 0.72619, 0.72618, 0.72615, 0.72612, 0.72609, 0.72606, 0.72604, 0.72604, 0.72607, 0.72613, 0.72623, 0.72637, 0.72656 
0.0079762, 0.012809, 0.017601, 0.022336, 0.026994, 0.031559, 0.036012, 0.040335, 0.044511, 0.04852, 0.052346, 0.055971, 0.059394, 0.062669, 0.065857, 0.069022, 0.072225, 0.075522, 0.078891, 0.08226, 0.085558, 0.088711, 0.091647, 0.094344, 0.096888, 0.099378, 0.10191, 0.10458, 0.10748, 0.11051, 0.11352, 0.11635, 0.11884, 0.12083, 0.12226, 0.12324, 0.12388, 0.12429, 0.12457, 0.12485, 0.12513, 0.12544, 0.12578, 0.12615, 0.12657, 0.12704, 0.12757, 0.12817, 0.12884, 0.12959 
-0.0043226, -0.0079751, -0.011237, -0.014127, -0.016665, -0.018871, -0.020763, -0.02236, -0.023683, -0.024751, -0.025582, -0.026196, -0.026633, -0.026985, -0.027357, -0.027853, -0.028577, -0.029622, -0.030949, -0.032433, -0.033951, -0.035377, -0.036586, -0.037509, -0.038198, -0.038716, -0.03913, -0.039505, -0.039901, -0.040348, -0.04086, -0.041449, -0.04213, -0.042916, -0.043803, -0.044766, -0.045773, -0.046796, -0.047805, -0.048774, -0.049698, -0.05058, -0.051421, -0.052225, -0.052993, -0.053728, -0.054432, -0.055107, -0.055757, -0.056382 
0.39843, 0.39651, 0.3941, 0.39126, 0.38808, 0.38462, 0.38097, 0.37718, 0.37334, 0.36952, 0.3658, 0.36225, 0.3589, 0.35571, 0.35259, 0.34948, 0.3463, 0.34299, 0.3396, 0.33622, 0.33298, 0.32998, 0.32734, 0.32509, 0.32307, 0.32108, 0.31896, 0.31651, 0.3136, 0.31035, 0.30705, 0.30398, 0.30139, 0.29958, 0.29865, 0.29845, 0.29881, 0.29957, 0.30055, 0.30161, 0.30266, 0.30363, 0.30447, 0.30512, 0.30552, 0.30561, 0.30532, 0.30461, 0.3034, 0.30164 
-0.40208, -0.40135, -0.40046, -0.39947, -0.39841, -0.39731, -0.39621, -0.39515, -0.39417, -0.39329, -0.39257, -0.39202, -0.39166, -0.39139, -0.39109, -0.39065, -0.38995, -0.38889, -0.38754, -0.38604, -0.38458, -0.38331, -0.38241, -0.38193, -0.38176, -0.38174, -0.38174, -0.38159, -0.38118, -0.38052, -0.37972, -0.37888, -0.3781, -0.37749, -0.37711, -0.37692, -0.37691, -0.37706, -0.37732, -0.37768, -0.37809, -0.37849, -0.37883, -0.37905, -0.3791, -0.37892, -0.37846, -0.37767, -0.37648, -0.37484 
-0.39429, -0.3982, -0.40202, -0.40577, -0.40949, -0.41318, -0.41688, -0.4206, -0.42437, -0.42821, -0.43214, -0.43618, -0.44032, -0.44444, -0.4484, -0.45206, -0.45528, -0.45794, -0.46013, -0.46203, -0.46387, -0.46585, -0.46818, -0.47096, -0.47411, -0.47752, -0.48106, -0.48462, -0.4881, -0.49138, -0.4944, -0.49705, -0.49926, -0.50093, -0.50206, -0.50279, -0.50325, -0.50358, -0.50392, -0.50438, -0.50495, -0.50556, -0.50614, -0.50662, -0.50693, -0.50701, -0.50678, -0.50619, -0.50516, -0.50362 
0.27616, 0.27487, 0.27371, 0.27276, 0.27208, 0.27175, 0.27185, 0.27244, 0.27361, 0.27542, 0.27796, 0.28128, 0.28533, 0.28964, 0.29368, 0.29691, 0.29878, 0.29883, 0.29733, 0.295, 0.29261, 0.29089, 0.2906, 0.2921, 0.29497, 0.2987, 0.30277, 0.30665, 0.30988, 0.31235, 0.31411, 0.31523, 0.31577, 0.31579, 0.31539, 0.31475, 0.31403, 0.31339, 0.31302, 0.31304, 0.31333, 0.31371, 0.31398, 0.31396, 0.31345, 0.31226, 0.3102, 0.30708, 0.30271, 0.29689 
0.11016, 0.11052, 0.11071, 0.11068, 0.11042, 0.10987, 0.10902, 0.10782, 0.10625, 0.10426, 0.10184, 0.098929, 0.095595, 0.092126, 0.088859, 0.08613, 0.084275, 0.083589, 0.083909, 0.08477, 0.085707, 0.086249, 0.085932, 0.084518, 0.082252, 0.079438, 0.076382, 0.073387, 0.070736, 0.068528, 0.066771, 0.065477, 0.064654, 0.064314, 0.064406, 0.064797, 0.065342, 0.065898, 0.066322, 0.066502, 0.066494, 0.066414, 0.066379, 0.066505, 0.066908, 0.067704, 0.06901, 0.070942, 0.073616, 0.077148 
-0.56924, -0.57105, -0.57272, -0.57427, -0.57571, -0.57706, -0.57834, -0.57956, -0.58074, -0.58189, -0.58304, -0.58418, -0.58535, -0.58654, -0.58774, -0.58896, -0.5902, -0.59145, -0.5927, -0.59396, -0.59522, -0.59646, -0.59768, -0.59888, -0.60004, -0.60116, -0.60222, -0.60323, -0.60418, -0.60506, -0.60586, -0.6066, -0.60727, -0.60788, -0.60841, -0.60889, -0.60934, -0.60976, -0.61017, -0.61058, -0.61097, -0.61134, -0.61167, -0.61195, -0.61215, -0.61226, -0.61227, -0.61215, -0.61191, -0.61151 
