4.3, 4.3015, 4.3029, 4.3043, 4.3057, 4.3071, 4.3085, 4.3099, 4.3113, 4.3126, 4.314, 4.3153, 4.3166, 4.3179, 4.3192, 4.3205, 4.3218, 4.3231, 4.3243, 4.3256, 4.3268, 4.328, 4.3292, 4.3304, 4.3316, 4.3328, 4.334, 4.3352, 4.3363, 4.3375, 4.3387, 4.3399, 4.341, 4.3422, 4.3434, 4.3446, 4.3458, 4.347, 4.3482, 4.3494, 4.3507, 4.3519, 4.3532, 4.3545, 4.3558, 4.3571, 4.3584, 4.3598, 4.3611, 4.3625, 4.3639, 4.3653, 4.3667, 4.3681, 4.3696, 4.371, 4.3725, 4.3739, 4.3754, 4.3769, 4.3784, 4.3799, 4.3815, 4.383, 4.3846, 4.3861, 4.3877, 4.3893, 4.3909, 4.3926, 4.3942, 4.3959, 4.3976, 4.3993, 4.401, 4.4028, 4.4046, 4.4064, 4.4082, 4.4101, 4.4133, 4.4165, 4.4194, 4.4222, 4.4249, 4.4274, 4.4297, 4.432, 4.4341, 4.4361, 4.4379, 4.4397, 4.4413, 4.4428, 4.4443, 4.4456, 4.4468, 4.4479, 4.449, 4.4499, 4.4508, 4.4516, 4.4524, 4.453, 4.4537, 4.4542, 4.4547, 4.4552, 4.4555, 4.4559, 4.4562, 4.4564, 4.4567, 4.4568, 4.457, 4.4571, 4.4571, 4.4572, 4.4572, 4.4571, 4.4571, 4.457, 4.4569, 4.4568, 4.4567, 4.4565, 4.4563, 4.4561, 4.4559, 4.4557, 4.4555, 4.4553, 4.455, 4.4548, 4.4546, 4.4544, 4.4542, 4.454, 4.4539, 4.4538, 4.4537, 4.4537, 4.4537, 4.4538, 4.454, 4.4542, 4.4544, 4.4547, 4.455, 4.4554, 4.4558, 4.4561, 4.4565, 4.4569, 4.4573, 4.4577 
0.66625, 0.66672, 0.66718, 0.66762, 0.66804, 0.66844, 0.66882, 0.66919, 0.66954, 0.66987, 0.67019, 0.67049, 0.67078, 0.67104, 0.6713, 0.67154, 0.67176, 0.67197, 0.67216, 0.67235, 0.67251, 0.67267, 0.67281, 0.67294, 0.67306, 0.67316, 0.67325, 0.67333, 0.67339, 0.67344, 0.67348, 0.6735, 0.67351, 0.67351, 0.67349, 0.67345, 0.6734, 0.67334, 0.67326, 0.67317, 0.67306, 0.67293, 0.67279, 0.67264, 0.67246, 0.67227, 0.67207, 0.67185, 0.67161, 0.67135, 0.67108, 0.67079, 0.67049, 0.67017, 0.66983, 0.66948, 0.66911, 0.66872, 0.66832, 0.6679, 0.66746, 0.66701, 0.66654, 0.66605, 0.66555, 0.66503, 0.66449, 0.66394, 0.66337, 0.66278, 0.66218, 0.66156, 0.66092, 0.66026, 0.65959, 0.6589, 0.6582, 0.65747, 0.65673, 0.65597, 0.6538, 0.65173, 0.64972, 0.64777, 0.64588, 0.64406, 0.6423, 0.6406, 0.63896, 0.63739, 0.63588, 0.63443, 0.63304, 0.63171, 0.63045, 0.62925, 0.62811, 0.62704, 0.62602, 0.62507, 0.62418, 0.62336, 0.62259, 0.62189, 0.62125, 0.62067, 0.62016, 0.6197, 0.61928, 0.61892, 0.61859, 0.61831, 0.61805, 0.61782, 0.61762, 0.61743, 0.61725, 0.61708, 0.61692, 0.61676, 0.6166, 0.61645, 0.6163, 0.61617, 0.61605, 0.61593, 0.61583, 0.61575, 0.61568, 0.61563, 0.6156, 0.61559, 0.6156, 0.61562, 0.61567, 0.61573, 0.6158, 0.61589, 0.61598, 0.61609, 0.61621, 0.61633, 0.61646, 0.61659, 0.61673, 0.61686, 0.617, 0.61714, 0.61728, 0.61742, 0.61755, 0.61768, 0.6178, 0.61791, 0.61802, 0.61812 
0.1001, 0.10902, 0.11784, 0.12657, 0.1352, 0.14374, 0.15218, 0.16052, 0.16877, 0.17691, 0.18495, 0.1929, 0.20074, 0.20847, 0.21611, 0.22364, 0.23106, 0.23838, 0.2456, 0.2527, 0.2597, 0.26659, 0.27337, 0.28003, 0.28659, 0.29305, 0.2994, 0.30567, 0.31184, 0.31793, 0.32395, 0.32989, 0.33576, 0.34157, 0.34732, 0.35301, 0.35865, 0.36423, 0.36975, 0.3752, 0.38058, 0.3859, 0.39113, 0.3963, 0.40138, 0.40638, 0.4113, 0.41613, 0.42087, 0.42553, 0.4301, 0.43458, 0.43897, 0.44327, 0.44749, 0.45161, 0.45564, 0.45958, 0.46343, 0.4672, 0.47091, 0.47456, 0.47816, 0.48172, 0.48525, 0.48876, 0.49226, 0.49576, 0.49926, 0.50279, 0.50633, 0.50992, 0.51355, 0.51724, 0.52099, 0.52481, 0.52872, 0.53272, 0.53682, 0.54104, 0.52902, 0.51751, 0.5064, 0.49566, 0.48532, 0.47535, 0.46577, 0.45657, 0.44774, 0.43929, 0.43121, 0.4235, 0.41617, 0.4092, 0.4026, 0.39636, 0.39049, 0.38498, 0.37983, 0.37503, 0.37059, 0.36651, 0.36278, 0.3594, 0.35637, 0.35369, 0.35134, 0.34931, 0.34758, 0.34613, 0.34494, 0.344, 0.34327, 0.34275, 0.34241, 0.34224, 0.34221, 0.34231, 0.34252, 0.34283, 0.34324, 0.34374, 0.34435, 0.34505, 0.34584, 0.34673, 0.34771, 0.34878, 0.34995, 0.3512, 0.35253, 0.35396, 0.35544, 0.35697, 0.35851, 0.36003, 0.36153, 0.36296, 0.36431, 0.36555, 0.36666, 0.36761, 0.36838, 0.36894, 0.36928, 0.36941, 0.36936, 0.36914, 0.36878, 0.3683, 0.36771, 0.36703, 0.36629, 0.3655, 0.36469, 0.36387 
-0.1163, -0.1192, -0.12206, -0.12489, -0.12768, -0.13043, -0.13315, -0.13582, -0.13845, -0.14104, -0.14358, -0.14608, -0.14853, -0.15093, -0.15328, -0.15558, -0.15783, -0.16003, -0.16218, -0.16426, -0.1663, -0.16827, -0.17019, -0.17204, -0.17384, -0.17558, -0.17726, -0.17888, -0.18045, -0.18197, -0.18343, -0.18484, -0.1862, -0.18752, -0.18879, -0.19001, -0.19117, -0.19228, -0.19333, -0.1943, -0.1952, -0.19602, -0.19675, -0.19738, -0.19792, -0.19836, -0.19868, -0.1989, -0.19901, -0.19901, -0.19891, -0.19871, -0.1984, -0.198, -0.19751, -0.19692, -0.19624, -0.19547, -0.19462, -0.19368, -0.19267, -0.19159, -0.19044, -0.18923, -0.18796, -0.18664, -0.18528, -0.18388, -0.18244, -0.18096, -0.17947, -0.17795, -0.17641, -0.17487, -0.17331, -0.17176, -0.17021, -0.16867, -0.16714, -0.16563, -0.14992, -0.13492, -0.12057, -0.10687, -0.09381, -0.081364, -0.069525, -0.058279, -0.047613, -0.037515, -0.02797, -0.018966, -0.01049, -0.0025281, 0.0049322, 0.011904, 0.018401, 0.024436, 0.030021, 0.035171, 0.039899, 0.044216, 0.048137, 0.051675, 0.054842, 0.057653, 0.060117, 0.062244, 0.064042, 0.06552, 0.066686, 0.06755, 0.06812, 0.068405, 0.068413, 0.068153, 0.067633, 0.066863, 0.065852, 0.064612, 0.063161, 0.061513, 0.059686, 0.057695, 0.055556, 0.053286, 0.050901, 0.048416, 0.045848, 0.043213, 0.040527, 0.03781, 0.035104, 0.032457, 0.029917, 0.027531, 0.025348, 0.023415, 0.021781, 0.020493, 0.0196, 0.019149, 0.019189, 0.019766, 0.020902, 0.022544, 0.024633, 0.027106, 0.029902, 0.03296, 0.036218, 0.039616, 0.043092, 0.046585, 0.050033, 0.053375 
0.7503, 0.74221, 0.73421, 0.72629, 0.71846, 0.71073, 0.70307, 0.69551, 0.68803, 0.68063, 0.67333, 0.6661, 0.65897, 0.65192, 0.64495, 0.63806, 0.63126, 0.62455, 0.61792, 0.61137, 0.6049, 0.59851, 0.59221, 0.58599, 0.57985, 0.57378, 0.56779, 0.56187, 0.55603, 0.55024, 0.54452, 0.53887, 0.53327, 0.52772, 0.52223, 0.51678, 0.51139, 0.50603, 0.50072, 0.49544, 0.49019, 0.48498, 0.47979, 0.47462, 0.46948, 0.46434, 0.45923, 0.45413, 0.44905, 0.44399, 0.43896, 0.43396, 0.42899, 0.42406, 0.41917, 0.41433, 0.40954, 0.40479, 0.4001, 0.39545, 0.39084, 0.38625, 0.38169, 0.37714, 0.37259, 0.36805, 0.3635, 0.35894, 0.35435, 0.34974, 0.34509, 0.3404, 0.33565, 0.33086, 0.32599, 0.32106, 0.31605, 0.31096, 0.30577, 0.30048, 0.30504, 0.30963, 0.31426, 0.31893, 0.32361, 0.3283, 0.33297, 0.33764, 0.34226, 0.34685, 0.35138, 0.35584, 0.36021, 0.3645, 0.36868, 0.37274, 0.37667, 0.38046, 0.38409, 0.38756, 0.39085, 0.39394, 0.39684, 0.39951, 0.40196, 0.40416, 0.40614, 0.40792, 0.40954, 0.41103, 0.41243, 0.41377, 0.41509, 0.41643, 0.41781, 0.41927, 0.42086, 0.42259, 0.42451, 0.42661, 0.42885, 0.43122, 0.43368, 0.43621, 0.43877, 0.44134, 0.44388, 0.44638, 0.4488, 0.45112, 0.4533, 0.45531, 0.45714, 0.45874, 0.46009, 0.46115, 0.4619, 0.46231, 0.46234, 0.46197, 0.46116, 0.45989, 0.45813, 0.45584, 0.45303, 0.44974, 0.44605, 0.44203, 0.43773, 0.43324, 0.42862, 0.42393, 0.41925, 0.41463, 0.41016, 0.4059 
-0.7341, -0.73203, -0.72999, -0.72797, -0.72599, -0.72403, -0.72211, -0.72021, -0.71834, -0.71651, -0.7147, -0.71292, -0.71118, -0.70946, -0.70778, -0.70612, -0.70449, -0.7029, -0.70134, -0.6998, -0.6983, -0.69683, -0.69539, -0.69398, -0.6926, -0.69125, -0.68994, -0.68866, -0.68742, -0.68621, -0.68504, -0.68391, -0.68282, -0.68177, -0.68076, -0.67979, -0.67887, -0.67798, -0.67714, -0.67634, -0.67558, -0.67486, -0.67417, -0.67353, -0.67293, -0.67237, -0.67184, -0.67136, -0.67091, -0.67051, -0.67015, -0.66983, -0.66956, -0.66933, -0.66915, -0.66902, -0.66893, -0.6689, -0.66891, -0.66898, -0.66908, -0.66923, -0.66941, -0.66963, -0.66988, -0.67017, -0.67048, -0.67082, -0.67118, -0.67156, -0.67195, -0.67237, -0.67279, -0.67323, -0.67367, -0.67412, -0.67456, -0.67501, -0.67545, -0.67589, -0.6838, -0.69161, -0.69923, -0.70666, -0.71391, -0.72096, -0.72781, -0.73446, -0.7409, -0.74714, -0.75316, -0.75897, -0.76456, -0.76992, -0.77506, -0.77996, -0.78463, -0.78907, -0.79326, -0.79721, -0.8009, -0.80435, -0.80754, -0.81047, -0.81313, -0.81553, -0.81767, -0.81959, -0.82129, -0.82282, -0.8242, -0.82545, -0.8266, -0.82768, -0.82871, -0.82972, -0.83073, -0.83177, -0.83287, -0.83402, -0.83522, -0.83644, -0.83768, -0.83891, -0.84013, -0.84132, -0.84247, -0.84356, -0.84458, -0.84552, -0.84636, -0.84709, -0.84769, -0.84817, -0.84852, -0.84873, -0.84879, -0.84869, -0.84844, -0.84802, -0.84743, -0.84666, -0.8457, -0.84455, -0.8432, -0.84169, -0.84004, -0.83827, -0.83641, -0.83449, -0.83254, -0.83057, -0.82862, -0.82672, -0.82488, -0.82314 
-0.83421, -0.84086, -0.84749, -0.8541, -0.86068, -0.86723, -0.87374, -0.88023, -0.88668, -0.89309, -0.89946, -0.90579, -0.91208, -0.91832, -0.92451, -0.93066, -0.93675, -0.94279, -0.94878, -0.95471, -0.96058, -0.96639, -0.97213, -0.97781, -0.98343, -0.98899, -0.99449, -0.99995, -1.0054, -1.0107, -1.0161, -1.0214, -1.0267, -1.0319, -1.0372, -1.0424, -1.0477, -1.0529, -1.0581, -1.0632, -1.0684, -1.0735, -1.0785, -1.0836, -1.0886, -1.0935, -1.0984, -1.1032, -1.108, -1.1127, -1.1174, -1.122, -1.1266, -1.131, -1.1355, -1.1398, -1.1441, -1.1484, -1.1525, -1.1567, -1.1607, -1.1648, -1.1688, -1.1728, -1.1767, -1.1807, -1.1846, -1.1886, -1.1926, -1.1966, -1.2006, -1.2047, -1.2088, -1.2129, -1.2172, -1.2215, -1.2258, -1.2303, -1.2348, -1.2394, -1.2305, -1.2219, -1.2135, -1.2055, -1.1977, -1.1902, -1.183, -1.176, -1.1694, -1.163, -1.1569, -1.1511, -1.1456, -1.1403, -1.1354, -1.1307, -1.1262, -1.1221, -1.1182, -1.1146, -1.1113, -1.1082, -1.1054, -1.1029, -1.1006, -1.0986, -1.0969, -1.0954, -1.0942, -1.0932, -1.0924, -1.0919, -1.0915, -1.0913, -1.0914, -1.0916, -1.0919, -1.0924, -1.0931, -1.0939, -1.0948, -1.0959, -1.097, -1.0983, -1.0996, -1.1011, -1.1026, -1.1042, -1.1059, -1.1077, -1.1094, -1.1113, -1.1131, -1.1149, -1.1167, -1.1184, -1.12, -1.1215, -1.1228, -1.1239, -1.1248, -1.1255, -1.1258, -1.1259, -1.1256, -1.125, -1.1242, -1.1231, -1.1218, -1.1204, -1.1188, -1.1172, -1.1155, -1.1137, -1.112, -1.1103 
0.7501, 0.75064, 0.75125, 0.75194, 0.75271, 0.75356, 0.75448, 0.75547, 0.75653, 0.75767, 0.75887, 0.76014, 0.76147, 0.76287, 0.76434, 0.76586, 0.76745, 0.76909, 0.77079, 0.77255, 0.77436, 0.77623, 0.77815, 0.78012, 0.78214, 0.78421, 0.78635, 0.78855, 0.79083, 0.79318, 0.7956, 0.79811, 0.80071, 0.8034, 0.80619, 0.80908, 0.81208, 0.81517, 0.81838, 0.82168, 0.8251, 0.82862, 0.83225, 0.836, 0.83985, 0.84382, 0.8479, 0.85209, 0.85639, 0.8608, 0.86531, 0.86992, 0.87462, 0.87943, 0.88432, 0.8893, 0.89437, 0.89953, 0.90476, 0.91008, 0.91548, 0.92096, 0.92652, 0.93215, 0.93786, 0.94365, 0.94952, 0.95546, 0.96147, 0.96756, 0.97372, 0.97995, 0.98625, 0.99262, 0.99906, 1.0056, 1.0122, 1.0188, 1.0255, 1.0323, 1.0486, 1.0641, 1.079, 1.0932, 1.1067, 1.1196, 1.1319, 1.1436, 1.1547, 1.1652, 1.1751, 1.1845, 1.1934, 1.2018, 1.2096, 1.217, 1.2238, 1.2302, 1.2362, 1.2418, 1.2469, 1.2516, 1.2559, 1.2598, 1.2634, 1.2667, 1.2696, 1.2722, 1.2745, 1.2766, 1.2784, 1.28, 1.2815, 1.2827, 1.2839, 1.2849, 1.2859, 1.2868, 1.2876, 1.2885, 1.2892, 1.29, 1.2907, 1.2913, 1.2918, 1.2923, 1.2927, 1.293, 1.2933, 1.2934, 1.2934, 1.2933, 1.2932, 1.2929, 1.2925, 1.2921, 1.2916, 1.2911, 1.2905, 1.2899, 1.2893, 1.2887, 1.288, 1.2874, 1.2868, 1.2862, 1.2856, 1.2851, 1.2846, 1.2841, 1.2836, 1.2832, 1.2828, 1.2824, 1.2821, 1.2818 
-0.015996, -0.018791, -0.021597, -0.024412, -0.027236, -0.030069, -0.03291, -0.035761, -0.038619, -0.041486, -0.04436, -0.047242, -0.050132, -0.053029, -0.055932, -0.058842, -0.061759, -0.064682, -0.067611, -0.070546, -0.073487, -0.076432, -0.079383, -0.082339, -0.085302, -0.088276, -0.091266, -0.094277, -0.097313, -0.10038, -0.10348, -0.10662, -0.1098, -0.11303, -0.11632, -0.11966, -0.12306, -0.12653, -0.13005, -0.13365, -0.13731, -0.14104, -0.14484, -0.14871, -0.15267, -0.1567, -0.16081, -0.16499, -0.16926, -0.1736, -0.17801, -0.18249, -0.18704, -0.19166, -0.19634, -0.20107, -0.20587, -0.21073, -0.21564, -0.22061, -0.22563, -0.23072, -0.23587, -0.24108, -0.24635, -0.25169, -0.2571, -0.26257, -0.26811, -0.27371, -0.27939, -0.28514, -0.29097, -0.29686, -0.30284, -0.30889, -0.31501, -0.32122, -0.3275, -0.33387, -0.34736, -0.3602, -0.37243, -0.38407, -0.39514, -0.40565, -0.41562, -0.42506, -0.43398, -0.44241, -0.45035, -0.45783, -0.46485, -0.47143, -0.47759, -0.48334, -0.4887, -0.49368, -0.4983, -0.50257, -0.5065, -0.51012, -0.51344, -0.51646, -0.51922, -0.52172, -0.52397, -0.52599, -0.5278, -0.52941, -0.53083, -0.53207, -0.53316, -0.5341, -0.5349, -0.53559, -0.53617, -0.53666, -0.53707, -0.53741, -0.53768, -0.53788, -0.538, -0.53805, -0.53804, -0.53795, -0.5378, -0.53758, -0.53729, -0.53694, -0.53651, -0.53603, -0.53549, -0.53492, -0.53433, -0.53373, -0.53313, -0.53257, -0.53204, -0.53156, -0.53115, -0.53083, -0.5306, -0.53049, -0.53049, -0.53061, -0.53084, -0.53114, -0.53153, -0.53198, -0.53248, -0.53303, -0.5336, -0.53419, -0.53479, -0.53538 
-0.1485, -0.14077, -0.13299, -0.12518, -0.11733, -0.10946, -0.10157, -0.093673, -0.085775, -0.077884, -0.070008, -0.062153, -0.054328, -0.04654, -0.038797, -0.031106, -0.023476, -0.015913, -0.0084252, -0.0010205, 0.0062935, 0.013509, 0.020619, 0.027616, 0.034497, 0.041265, 0.047925, 0.05448, 0.060934, 0.067291, 0.073554, 0.079728, 0.085817, 0.091823, 0.097752, 0.1036, 0.10938, 0.11508, 0.12069, 0.12622, 0.13166, 0.13701, 0.14228, 0.14744, 0.15252, 0.15749, 0.16236, 0.16715, 0.17186, 0.17651, 0.18111, 0.18568, 0.19023, 0.19477, 0.19932, 0.2039, 0.20851, 0.21317, 0.21788, 0.22263, 0.22743, 0.23225, 0.23709, 0.24195, 0.24681, 0.25167, 0.25652, 0.26136, 0.26617, 0.27095, 0.27569, 0.28038, 0.28501, 0.28959, 0.29409, 0.29852, 0.30286, 0.3071, 0.31125, 0.31529, 0.31643, 0.31822, 0.32061, 0.32355, 0.32699, 0.33089, 0.33518, 0.33984, 0.34479, 0.35, 0.35541, 0.36098, 0.36665, 0.37238, 0.37811, 0.3838, 0.3894, 0.39485, 0.4001, 0.40512, 0.40984, 0.41422, 0.41821, 0.42175, 0.42481, 0.42732, 0.4293, 0.43078, 0.43181, 0.43245, 0.43275, 0.43275, 0.43251, 0.43207, 0.4315, 0.43082, 0.43011, 0.4294, 0.42875, 0.42817, 0.42768, 0.42728, 0.42699, 0.4268, 0.42673, 0.42679, 0.42698, 0.42731, 0.42779, 0.42843, 0.42924, 0.43022, 0.43142, 0.43287, 0.43463, 0.43672, 0.4392, 0.44211, 0.44548, 0.44937, 0.45382, 0.45886, 0.46454, 0.4709, 0.47795, 0.4856, 0.49373, 0.50225, 0.51103, 0.51999, 0.52901, 0.53798, 0.54679, 0.55535, 0.56354, 0.57126 
