4.3, 4.3029, 4.3058, 4.3086, 4.3114, 4.3142, 4.3168, 4.3195, 4.3221, 4.3246, 4.3271, 4.3296, 4.332, 4.3344, 4.3368, 4.3391, 4.3415, 4.3439, 4.3463, 4.3488, 4.3513, 4.3539, 4.3565, 4.3592, 4.362, 4.3648, 4.3676, 4.3706, 4.3735, 4.3765, 4.3796, 4.3827, 4.3858, 4.3891, 4.3924, 4.3957, 4.3992, 4.4027, 4.4063, 4.4101, 4.4115, 4.4114, 4.4099, 4.4072, 4.4035, 4.3989, 4.3936, 4.3878, 4.3815, 4.3751, 4.3685, 4.3621, 4.3559, 4.3501, 4.3448, 4.3399, 4.3356, 4.3318, 4.3286, 4.326, 4.3239, 4.3224, 4.3213, 4.3206, 4.3202, 4.3202, 4.3203, 4.3206, 4.321, 4.3215, 4.3221, 4.3227, 4.3233, 4.3239 
0.66625, 0.66719, 0.66806, 0.66885, 0.66958, 0.67023, 0.67082, 0.67134, 0.6718, 0.67221, 0.67255, 0.67285, 0.67309, 0.67328, 0.67341, 0.67349, 0.67351, 0.67347, 0.67338, 0.67322, 0.673, 0.67271, 0.67236, 0.67194, 0.67145, 0.6709, 0.67028, 0.66959, 0.66883, 0.66801, 0.66712, 0.66615, 0.66512, 0.66403, 0.66286, 0.66162, 0.66031, 0.65894, 0.65749, 0.65597, 0.65364, 0.65204, 0.65106, 0.65064, 0.65071, 0.6512, 0.65204, 0.65315, 0.65448, 0.65595, 0.6575, 0.65905, 0.66053, 0.66189, 0.66309, 0.66412, 0.66495, 0.66558, 0.666, 0.66617, 0.66612, 0.66586, 0.66546, 0.66494, 0.66434, 0.66372, 0.6631, 0.66248, 0.66181, 0.66104, 0.66015, 0.65907, 0.65777, 0.65622 
0.1001, 0.11807, 0.13564, 0.15283, 0.16961, 0.18598, 0.20193, 0.21747, 0.23257, 0.24725, 0.26148, 0.27526, 0.28859, 0.3015, 0.31404, 0.32624, 0.33815, 0.34981, 0.36123, 0.37241, 0.38332, 0.39392, 0.40421, 0.41416, 0.42375, 0.43298, 0.44185, 0.45035, 0.45847, 0.46624, 0.47372, 0.48099, 0.48813, 0.49522, 0.50233, 0.50955, 0.51695, 0.52461, 0.53262, 0.54104, 0.53248, 0.52606, 0.52154, 0.51879, 0.51767, 0.51805, 0.51982, 0.52283, 0.52697, 0.5321, 0.53809, 0.54482, 0.55216, 0.55996, 0.56802, 0.57607, 0.58387, 0.59117, 0.59772, 0.60327, 0.60768, 0.611, 0.61332, 0.61473, 0.61531, 0.61516, 0.61435, 0.61299, 0.61119, 0.60905, 0.6067, 0.60422, 0.60175, 0.59936 
-0.1163, -0.12213, -0.12782, -0.13335, -0.13872, -0.1439, -0.1489, -0.1537, -0.15829, -0.16266, -0.16681, -0.17072, -0.17438, -0.17781, -0.181, -0.18398, -0.18675, -0.18932, -0.19169, -0.19381, -0.19563, -0.1971, -0.19818, -0.19882, -0.19902, -0.19879, -0.19815, -0.19711, -0.1957, -0.19393, -0.19184, -0.18948, -0.18688, -0.18409, -0.18115, -0.1781, -0.17499, -0.17184, -0.16871, -0.16563, -0.16735, -0.17352, -0.18366, -0.19732, -0.21404, -0.23336, -0.25484, -0.27802, -0.30244, -0.32766, -0.35321, -0.37865, -0.40352, -0.4274, -0.45002, -0.47121, -0.49078, -0.50855, -0.52433, -0.53795, -0.54932, -0.55858, -0.56588, -0.57137, -0.57521, -0.57756, -0.57857, -0.57852, -0.57775, -0.5766, -0.5754, -0.57451, -0.57426, -0.57489 
0.7503, 0.734, 0.71807, 0.70249, 0.68727, 0.6724, 0.65788, 0.64371, 0.62988, 0.6164, 0.60325, 0.59045, 0.57797, 0.56581, 0.55394, 0.54234, 0.53098, 0.51985, 0.50891, 0.49814, 0.48752, 0.477, 0.46658, 0.45622, 0.44593, 0.43575, 0.4257, 0.41582, 0.40613, 0.39664, 0.38731, 0.37807, 0.36887, 0.35964, 0.35033, 0.34088, 0.33123, 0.32132, 0.31109, 0.30048, 0.32857, 0.35611, 0.383, 0.40916, 0.43448, 0.45887, 0.48223, 0.50447, 0.52548, 0.54517, 0.56344, 0.5802, 0.59535, 0.60882, 0.62076, 0.63142, 0.64105, 0.64988, 0.65817, 0.66615, 0.67396, 0.68153, 0.68875, 0.6955, 0.7017, 0.70723, 0.71202, 0.71628, 0.72044, 0.72491, 0.73013, 0.73651, 0.74449, 0.7543 
-0.7341, -0.72993, -0.72589, -0.72196, -0.71815, -0.71447, -0.71091, -0.70748, -0.70417, -0.70098, -0.69792, -0.69499, -0.69218, -0.68951, -0.68698, -0.6846, -0.68238, -0.68033, -0.67845, -0.67674, -0.6752, -0.67382, -0.67261, -0.67155, -0.67066, -0.66994, -0.6694, -0.66905, -0.6689, -0.66896, -0.66919, -0.66958, -0.67011, -0.67076, -0.67151, -0.67232, -0.67319, -0.67409, -0.675, -0.67589, -0.6937, -0.70865, -0.72088, -0.73062, -0.7381, -0.74356, -0.74721, -0.74928, -0.75001, -0.74961, -0.74833, -0.74637, -0.74399, -0.74138, -0.73876, -0.73628, -0.73414, -0.73251, -0.73156, -0.73147, -0.73232, -0.73395, -0.73619, -0.73886, -0.7418, -0.74483, -0.7478, -0.75075, -0.75388, -0.75737, -0.76142, -0.76622, -0.77197, -0.77877 
-0.83421, -0.84766, -0.86101, -0.87424, -0.88734, -0.90027, -0.91304, -0.92562, -0.938, -0.95015, -0.96207, -0.97374, -0.98514, -0.99631, -1.0073, -1.0181, -1.0288, -1.0395, -1.0501, -1.0606, -1.071, -1.0813, -1.0914, -1.1012, -1.1109, -1.1204, -1.1296, -1.1385, -1.1472, -1.1556, -1.1638, -1.1719, -1.18, -1.188, -1.1961, -1.2043, -1.2126, -1.2212, -1.2302, -1.2394, -1.2376, -1.2371, -1.2377, -1.2394, -1.2421, -1.2456, -1.2499, -1.2549, -1.2604, -1.2664, -1.2727, -1.2793, -1.2861, -1.293, -1.2998, -1.3066, -1.3133, -1.3197, -1.3259, -1.3317, -1.3371, -1.342, -1.3465, -1.3503, -1.3535, -1.356, -1.3578, -1.3589, -1.3598, -1.3606, -1.3617, -1.3633, -1.3657, -1.3691 
0.7501, 0.75127, 0.75275, 0.75455, 0.75665, 0.75903, 0.76168, 0.76461, 0.76778, 0.77119, 0.77484, 0.7787, 0.78277, 0.78708, 0.79166, 0.79656, 0.80181, 0.80744, 0.81349, 0.81997, 0.82689, 0.83426, 0.84208, 0.85036, 0.85909, 0.86825, 0.87781, 0.88776, 0.89807, 0.90871, 0.91969, 0.93099, 0.94261, 0.95454, 0.96677, 0.97931, 0.99213, 1.0052, 1.0186, 1.0323, 1.0488, 1.0589, 1.0633, 1.0627, 1.0575, 1.0484, 1.0359, 1.0206, 1.0031, 0.98405, 0.96391, 0.9433, 0.92281, 0.90298, 0.88425, 0.86699, 0.85157, 0.83837, 0.82775, 0.82008, 0.81549, 0.81358, 0.81391, 0.81603, 0.81951, 0.82388, 0.82874, 0.83403, 0.83994, 0.84666, 0.85437, 0.86327, 0.87355, 0.88528 
-0.015996, -0.021669, -0.027381, -0.033129, -0.038913, -0.044729, -0.050577, -0.056454, -0.062358, -0.068288, -0.074241, -0.080216, -0.086216, -0.092267, -0.09841, -0.10468, -0.11112, -0.11777, -0.12465, -0.13179, -0.13921, -0.14692, -0.15493, -0.16327, -0.17192, -0.18088, -0.19011, -0.19961, -0.20935, -0.21933, -0.22954, -0.24001, -0.25073, -0.26172, -0.27299, -0.28455, -0.29641, -0.30857, -0.32106, -0.33387, -0.34362, -0.34785, -0.34713, -0.34201, -0.33305, -0.32079, -0.30579, -0.28858, -0.26973, -0.24978, -0.22929, -0.20879, -0.18884, -0.16995, -0.15242, -0.13643, -0.12217, -0.10983, -0.099595, -0.091659, -0.086057, -0.082524, -0.080758, -0.080457, -0.081319, -0.083042, -0.08534, -0.088106, -0.09136, -0.095119, -0.099405, -0.10424, -0.10963, -0.11558 
-0.1485, -0.13279, -0.11693, -0.10096, -0.084965, -0.068999, -0.053127, -0.037413, -0.021919, -0.0067088, 0.0081534, 0.022604, 0.036591, 0.050121, 0.063227, 0.075939, 0.088291, 0.10031, 0.11202, 0.12339, 0.13442, 0.14507, 0.15533, 0.1652, 0.17473, 0.18404, 0.19325, 0.20248, 0.21185, 0.22141, 0.23113, 0.24095, 0.2508, 0.26062, 0.27034, 0.2799, 0.28924, 0.29829, 0.307, 0.31529, 0.32646, 0.33456, 0.3397, 0.34197, 0.34146, 0.33829, 0.33252, 0.32427, 0.31363, 0.30069, 0.28555, 0.2683, 0.24903, 0.22788, 0.20519, 0.18139, 0.15691, 0.1322, 0.10769, 0.083816, 0.060992, 0.039612, 0.020061, 0.0027265, -0.012006, -0.02375, -0.032174, -0.037631, -0.040932, -0.042896, -0.044341, -0.046087, -0.048954, -0.053523 
